Nazwa kategorii,Ilość bezpośrednich artykułów,Ilość bezpośrednich subkategorii,Ilość subkategorii ,Ilość artykułów,Liczba wersji językowych,Liczba wyświetleń strony kategorii w dniach (01-01-2019 do 01-08-2019),Liczba wyświetleń artykułów 11.08.2019Suma punktów
Dokumenti_Rimokatoličke_Crkve,24,1,3,38,21,115,3,205
Kajakaši_i_kanuisti,8,1,1,14,0,36,1,61
Streličarstvo_u_Hrvatskoj,4,1,1,24,0,31,1,62
Streljaštvo_u_Hrvatskoj,10,1,1,24,6,97,1,140
Slovenci,18,3,4,69,5,70,1,170
Death_metal,13,2,6,118,40,77,1,257
Jedrenje_u_Hrvatskoj,7,3,3,29,4,77,6,129
Jedriličari,2,1,1,22,37,72,1,136
Jedriličarski_klubovi,2,1,1,5,17,49,0,75
Hokej_na_travi_u_Španjolskoj,10,1,2,14,16,49,0,92
Punk,33,3,17,148,65,111,1,378
Punk_sastavi_po_državama,0,4,8,88,11,60,2,173
Bob,5,1,1,6,42,111,1,167
Yuman,33,6,7,10,2,41,1,100
Indijanci,_Arizona,54,1,1,2,15,120,0,193
Demonologija,11,1,2,95,32,153,1,295
Anđeli,10,2,2,31,69,504,1,619
Heavy_metal_sastavi,41,3,84,829,66,155,1,1179
Black_metal,5,1,3,87,47,64,4,211
Heavy_metal_sastavi_po_žanrovima,0,18,49,578,29,57,1,732
Death_metal_sastavi,49,2,4,66,46,81,1,249
Melodični_death_metal,14,1,3,57,23,64,1,163
Folk_metal,5,1,1,21,31,67,3,129
Gothic_metal,1,1,4,36,30,45,3,120
Groove_metal,1,1,1,13,23,40,1,80
Nu_metal,8,1,1,11,34,69,11,135
Power_metal,6,1,9,77,36,65,8,202
Progresivni_metal,53,1,4,121,30,58,1,268
Speed_metal,1,1,6,50,25,57,2,142
Thrash_metal,18,1,12,143,39,74,1,288
Doom_metal,4,1,1,12,33,60,1,112
Hokej_na_travi_u_Austriji,2,1,2,22,9,27,0,63
Etničke_grupe_Češke,9,1,1,6,35,154,3,209
Razarači,28,2,2,8,44,143,2,229
Glavonošci,7,2,2,10,63,138,1,223
Reprezentacije_po_državama,0,57,66,840,47,77,6,1093
Tutelo,3,1,1,2,1,39,0,47
Njemačke_vojne_postrojbe_u_Drugom_svjetskom_ratu,8,1,1,11,22,323,2,368
Videoigre_po_platformama,1,13,13,186,49,99,1,362
Lokacijske_karte,0,2,2,0,96,102,0,202
Srbi,13,2,25,404,24,89,1,558
Politika_Kanade,5,1,1,3,58,90,0,158
Sekundarne_djelatnosti,2,2,159,2847,0,233,1,3244
Iranska_kultura,17,6,27,309,75,170,1,605
Životopisi,_Iran,12,8,21,297,98,137,1,574
Vojvođanski_Mađari,19,1,1,6,5,87,0,119
Modeli,23,1,2,85,79,197,1,388
Commodore_International,18,2,2,21,26,88,0,157
Hrvatska_nogometna_reprezentacija,22,4,7,273,32,182,1,521
Hrvatski_nogometni_reprezentativci,187,2,3,62,37,1541,1,1833
Hrvatski_nogometni_vratari,90,2,3,67,7,557,1,727
Hrvatski_nogometni_reprezentativci_1940.-1956.,38,1,1,5,1,118,2,166
Vratari_hrvatske_nogometne_reprezentacije,19,1,1,5,1,1029,2,1058
Hrvatski_nogometni_treneri,209,1,1,20,39,1547,1,1818
Demografija_Azerbajdžana,1,1,1,16,31,70,5,125
Šport_u_Azerbajdžanu,21,3,3,18,60,114,1,220
Akcijske_videoigre,19,1,1,12,41,147,4,225
Himne,27,2,3,108,71,320,2,533
Državne_himne,102,1,1,16,123,360,2,605
Grčki_kipari,0,1,1,8,29,1114,1,1154
Grčki_slikari,9,1,1,4,43,211,1,270
Životopisi,_Stara_Grčka,9,10,27,206,85,115,8,460
Umjetnost_starog_vijeka,23,2,21,209,38,96,1,390
Skulpture,42,4,4,41,66,187,3,347
Drevne_Egipćanke,4,2,2,80,9,94,1,192
Kraljice,15,21,22,282,53,320,4,717
Samohodno_topništvo,23,1,1,12,40,178,1,256
Bosanskohercegovački_znanstvenici,23,2,3,19,8,142,1,198
Kuhinje_po_državama,15,4,8,71,59,298,2,457
Wikipedijin_humor,1,2,2,1,44,132,0,182
Lynyrd_Skynyrd,23,1,1,26,15,80,1,147
Kanadski_pjevači,26,2,6,55,73,380,1,543
Albumi_Avril_Lavigne,8,1,1,3,32,63,0,108
Pirati,17,1,1,13,58,140,2,232
Bugarska_vojna_povijest,17,1,1,5,32,107,0,163
Dijelovi_zrakoplova,23,1,1,4,49,1053,0,1131
Popisi_poginulih_branitelja_u_Domovinskom_ratu,0,1,1,4,0,487,1,494
Industrial_metal,1,1,1,11,19,56,2,91
Pokusni_zrakoplovi,0,2,2,18,37,69,1,129
Alternativni_metal,1,1,1,22,29,72,8,134
Viking_metal,1,1,1,6,20,45,0,74
Arhitektura_računala,32,1,1,6,57,222,2,321
Pokrivala_za_glavu,17,1,2,17,61,158,1,257
Zemljopis_Etiopije,7,5,6,101,73,76,1,269
Rijeke_u_Južnoj_Americi,0,11,11,87,85,784,1,979
Zemljopis_Argentine,19,3,4,58,92,127,1,304
Rijeke_u_Africi,0,41,42,85,96,470,4,738
Filmovi_2010-ih,82,5,5,127,42,199,1,461
Jezera_u_Africi,10,3,3,23,80,278,1,398
Zemljopis_Perua,3,2,3,24,83,80,1,196
Nizozemski_glazbenici,3,4,5,50,65,101,4,232
Hardcore_techno,110,2,2,33,15,53,1,216
Metalcore,4,1,1,12,28,56,1,103
Svjetska_baština_u_Africi,70,12,12,101,52,152,3,402
Bibliografija,6,1,1,15,51,111,1,186
Barbacoan,8,1,1,10,11,47,0,78
Brda_po_državama,0,3,4,81,26,65,1,180
Novi_fosili,7,1,1,25,1,89,2,126
Abecedni_popis_indijanskih_plemena,0,29,29,0,0,137,0,195
Tupi_jezici,10,7,12,23,1,35,1,89
Tupi-Guarani_jezici,3,5,5,13,0,36,1,63
Kušitski_jezici,6,4,4,59,48,66,3,190
Nacionalni_parkovi_u_Africi,46,2,2,11,30,760,1,852
Politika_Ukrajine,5,1,4,40,64,135,1,250
Zemljopis_Republike_Konga,1,2,3,10,63,46,1,126
Gradovi_u_Republici_Kongu,4,1,1,3,39,97,0,145
Drevni_Egipćani,40,1,1,55,55,106,1,259
Planine_u_Africi,19,2,2,7,71,723,0,824
Hardcore_punk,4,2,3,20,29,65,1,124
Bosanskohercegovačke_tvrtke,25,3,3,25,25,131,2,214
Televizijske_postaje,61,2,8,109,85,195,2,462
Emirati,4,1,1,7,42,90,2,147
Zemljopis_Ujedinjenih_Arapskih_Emirata,8,1,1,7,66,121,2,206
Punk_glazbeni_sastavi,10,3,11,101,30,69,2,226
Povijest_Etiopije,40,3,4,32,66,130,1,276
Zemljopis_Benina,2,2,3,24,66,68,1,166
Gradovi_u_Beninu,20,1,1,19,44,69,1,155
Zemljopis_Eritreje,6,3,3,18,66,73,1,170
Zemljopis_Sudana,8,1,2,13,75,87,4,190
Skladbe_po_državama,0,11,55,924,54,97,2,1143
Neklasificirani_narodi,23,1,1,2,1,153,3,184
Nelly_Furtado,4,1,1,7,16,63,1,93
Popis_zračnih_luka,0,3,3,0,36,63,0,105
Popisi_građevina,5,2,4,0,1,82,0,94
Prometni_popisi,7,3,5,0,33,157,0,205
Engleska_nogometna_natjecanja,21,1,1,6,43,171,2,245
Dinastije_drevnog_Egipta,1,7,7,215,48,220,1,499
Građevine_u_Ujedinjenim_Arapskim_Emiratima,6,1,1,3,48,72,2,133
Promet_u_Ujedinjenim_Arapskim_Emiratima,5,1,1,3,35,50,2,97
Prometna_infrastruktura_u_Bosni_i_Hercegovini,4,4,5,41,9,125,6,194
Životopisi,_Južnoafrička_Republika,15,2,7,41,98,152,1,316
Cahuapanan,4,1,1,3,1,32,0,42
U_izradi,_Hokej_na_travi,145,2,16,647,7,36,1,854
Američko_ratno_zrakoplovstvo,2,1,5,51,0,135,3,197
Nosači_zrakoplova,16,1,5,51,52,175,3,303
Američko_oružje_u_Drugom_svjetskom_ratu,17,1,1,5,10,561,0,595
Bojni_brodovi,11,2,2,22,44,151,1,233
Japanska_vojna_oprema,2,1,1,15,0,81,1,101
Oružane_snage_Japana,27,1,1,15,51,115,1,211
Argentinski_hokejaši_na_travi,19,1,1,16,0,26,1,64
U_izradi,_Hokejaši_na_travi,76,14,14,435,5,63,1,608
Danski_hokejaši_na_travi,46,1,1,46,11,123,1,229
Građevine_u_Sloveniji,7,4,6,27,38,143,1,226
Promet_Slovenije,7,2,2,5,35,89,0,140
Prometna_infrastruktura_u_Srbiji,3,2,2,18,10,45,3,83
Američki_nosači_zrakoplova,12,4,4,39,28,713,1,801
Etiopski_vladari,21,1,1,15,43,166,1,248
Hrvatski_geografi,20,1,1,35,3,256,1,317
Kartografi,20,6,6,91,62,108,1,294
Austrijski_hokejaši_na_travi,22,1,1,22,0,38,0,84
Prometna_infrastruktura_u_Crnoj_Gori,5,3,3,8,9,44,1,73
Gospodarstvo_Sjeverne_Makedonije,6,1,1,2,40,23,1,74
Geodezija,35,1,3,23,81,309,2,454
Geodeti,7,2,2,19,34,134,2,200
Njemački_hokejaši_na_travi,58,1,1,42,25,58,1,186
Mađarski_hokejaši_na_travi,15,1,1,15,4,58,1,95
Belgijski_hokejaši_na_travi,63,1,1,54,16,60,1,196
Nizozemski_hokejaši_na_travi,38,1,1,27,24,51,0,142
Irski_političari,13,1,1,4,75,89,0,183
Zemljopis_Toga,1,2,3,11,47,63,0,127
Gradovi_u_Togu,9,1,1,9,45,106,0,171
Zemljopis_Gane,2,2,3,21,66,75,1,170
Gradovi_u_Gani,16,1,1,15,58,130,0,221
Francuski_hokejaši_na_travi,35,1,1,35,7,47,0,126
Indijski_hokejaši_na_travi,67,1,1,59,26,60,1,215
Portugalski_nogometaši,50,2,2,22,85,417,2,580
Dardski_jezici,6,4,4,13,28,62,0,117
NASA,58,1,1,5,78,192,4,339
Rihanna,2,2,2,29,32,122,1,190
Gradovi_u_Portugalu,24,1,1,16,65,182,2,291
Bolesti_probavnoga_sustava,25,2,2,20,43,236,2,330
Harakmbet,9,1,1,2,1,42,0,56
Katedrale_po_umjetničkim_razdobljima,0,4,4,42,6,43,2,101
Dvorci,35,4,16,149,77,323,5,609
Izolirane_grupe_Indijanaca,28,1,1,2,1,54,0,87
Gotička_arhitektura,21,6,6,58,50,137,2,280
Kuki-Čin-Naga_jezici,2,2,2,24,0,30,0,60
Predlošci_sastava_nogometnih_reprezentacija_na_svjetskim_prvenstvima,0,8,8,0,23,56,0,95
Svjetsko_prvenstvo_u_nogometu_-_Njemačka_2006.,6,1,1,0,57,69,0,134
Predlošci_sastava_nogometnih_reprezentacija_na_europskim_prvenstvima,0,7,7,0,21,56,0,91
Španjolski_hokejaši_na_travi,14,1,1,14,17,54,0,101
Švicarski_hokejaši_na_travi,33,1,1,32,5,44,1,117
Pakistanski_hokejaši_na_travi,29,1,1,29,18,40,1,119
Mataco-Guaycuruan_jezici,1,1,1,3,1,31,0,38
Neklasificirani_jezici,22,1,3,25,22,62,0,135
Penutian_jezici,15,1,1,2,0,53,0,72
Hokan_jezici,20,1,1,2,12,64,0,100
Boje,27,1,1,0,116,399,0,544
Šport_u_Andori,8,1,1,10,47,47,0,114
Prometna_infrastruktura_u_Njemačkoj,4,2,2,17,19,71,1,116
Zrakoplovstvo_u_Njemačkoj,3,3,3,21,42,120,2,194
Ruska_kultura,17,3,29,361,88,207,6,711
Sveti_Petar_i_Mikelon,8,1,1,2,57,68,7,144
Kajmanski_otoci,12,1,1,1,69,96,29,209
Falklandsko_otočje,14,1,1,1,72,126,29,244
Američki_hokejaši_na_travi,37,1,1,35,14,58,1,147
Romanička_arhitektura,14,4,4,39,41,58,2,162
Romanika,3,1,5,52,38,95,1,195
Crnogorski_znanstvenici,7,1,2,33,7,48,1,99
Salivan,5,1,1,4,1,41,0,53
Općine_u_Republici_Srpskoj,48,17,24,284,18,265,1,657
Japanski_hokejaši_na_travi,20,1,1,13,14,38,0,87
Jezici_koji_su_izgubili_status,54,14,14,22,1,49,2,156
Jezici_Švedske,12,1,1,3,63,123,0,203
Trzalačka_glazbala,17,1,4,73,0,202,1,298
Gradovi_u_Obali_Bjelokosti,20,1,1,20,55,96,0,193
Zemljopis_Obale_Bjelokosti,4,2,3,22,57,93,0,181
DJ-evi,18,2,2,35,62,299,2,420
Nogomet_na_Novom_Zelandu,5,1,1,6,0,28,1,42
Sveti_Vincent_i_Grenadini,11,1,1,3,91,81,29,217
Bosanskohercegovačke_političke_stranke,20,3,4,42,28,143,1,241
Francuski_jezici,9,1,1,3,0,60,1,75
Suradnik_ru,0,1,1,0,260,188,0,450
Brodogradnja,5,2,2,18,19,85,1,132
Proizvođači_plovila,2,1,1,15,4,53,1,77
Gradovi_u_Angoli,21,1,1,19,60,114,1,217
Zemljopis_Angole,3,2,3,28,71,79,1,187
Moderni_arhitekti,33,1,1,35,34,315,1,420
Meksički_športaši,5,1,1,12,56,73,2,150
Nogomet_u_Meksiku,4,2,2,14,53,90,2,167
Šport_u_Gani,6,2,3,27,43,55,1,137
Nordijska_mitologija,74,2,2,66,66,196,2,408
Promet_Španjolske,2,1,1,2,53,103,1,163
Njemačko_plemstvo,9,3,10,144,53,188,4,411
Radiokomunikacije,10,1,1,5,26,161,1,205
Telekomunikacije,42,2,4,26,117,418,1,610
Mučenici,77,1,3,110,70,145,2,408
Pano-Tacana_jezici,0,1,1,2,0,34,0,38
Zemljopis_Kolumbije,11,3,3,44,81,78,1,221
Hrvatska_historiografija,11,1,1,23,0,39,1,76
Crkve_u_Njemačkoj,8,1,1,6,54,139,1,210
Biblijski_likovi,111,3,7,218,74,1350,11,1774
Osnivači_religija,8,1,4,119,55,112,1,300
Strojevi,60,3,3,61,75,298,1,501
Indijanska_sela,7,79,114,209,6,53,1,469
Ottawa_Indijanci,5,1,1,3,4,38,0,52
Ahtena,4,1,1,1,1,40,0,48
Indijanska_sela,_SAD,0,23,24,113,1,39,3,203
Wappinger,9,2,3,14,1,28,0,57
Karok,0,1,1,4,0,25,0,31
Tlingit,0,1,1,6,0,21,0,29
Chippewa,79,3,3,11,7,65,0,168
Muskogee,21,1,1,5,1,42,0,71
Susquehanna,3,1,1,1,1,33,0,40
Haida,8,1,1,7,1,55,0,73
Gabrieleño,0,1,1,1,0,31,0,34
Arikara,2,1,1,1,1,48,0,54
Cherokee,4,1,1,1,21,54,0,82
Osage,4,1,1,1,1,30,0,38
Digimon,5,4,11,19,31,102,0,172
Kirurgija,39,3,3,25,80,330,1,481
Hrvatski_rukometni_klubovi,23,11,28,216,20,602,1,901
Ženski_rukometni_klubovi,5,2,5,53,5,73,1,144
Filologija,7,3,24,177,97,145,2,455
Istočnoslavenski_jezici,11,3,3,14,58,129,9,227
Jezici_Bjelorusije,3,1,1,4,57,94,7,167
Zrakoplovstvo_u_Italiji,2,2,2,9,33,67,1,116
Novotvorine,12,1,3,41,19,229,2,307
Zemljopis_Finske,8,3,4,25,88,133,1,262
Chimmesyan,4,3,4,11,5,51,0,78
Kineske_dinastije,25,7,7,135,72,117,2,365
Neognathae,8,4,99,730,44,76,3,964
Patkarice,5,2,7,47,81,111,1,254
Prapovijesne_ptice,51,4,4,33,22,184,1,299
Istočne_katoličke_Crkve,19,1,1,15,9,117,2,164
Koluschan,18,2,3,7,3,43,0,76
Južnokorejski_proizvođači_automobila,0,1,4,9,20,474,2,510
Indijanci,_Kalifornija,307,1,1,2,8,288,0,607
Zuñian,2,1,1,3,1,23,0,31
Okanagon,2,1,1,1,0,36,0,41
Tewa,7,1,1,2,1,32,0,44
Makah,2,1,1,1,0,30,0,35
Manahoac,11,1,1,1,1,35,0,50
Lakweip,1,1,1,1,0,28,0,32
Xinca,0,1,1,1,0,22,0,25
Quapaw,1,1,1,2,0,20,0,25
Woccon,0,1,1,1,0,21,0,24
Gradovi_u_Gabonu,10,1,1,10,18,57,0,97
Zemljopis_Gabona,6,3,4,22,58,68,1,162
Gradovi_u_Švedskoj,141,3,3,161,98,736,1,1143
Pennacook,17,1,1,1,1,44,0,65
Jova,0,1,1,2,0,25,1,30
Yurok,0,1,1,4,0,26,0,32
Miwok,4,1,1,2,0,27,0,35
Kwakiutl,39,2,2,5,3,37,0,88
Maidu,5,1,1,1,1,33,0,42
Pujunan,6,2,3,8,1,46,0,66
Iroquois,6,1,2,9,23,63,0,104
Indijanska_sela,_New_Brunswick,1,1,1,2,0,28,0,33
Montagnais,8,1,1,3,1,26,0,40
Indijanska_sela,_Pennsylvania,9,1,1,2,1,34,1,49
Mahican,5,1,1,2,1,47,1,58
Tionontati,1,1,1,1,0,29,0,33
Indijanci,_Wisconsin,27,1,1,2,14,72,0,117
Nauset,0,1,1,1,0,22,0,25
Indijanci,_Pennsylvania,11,1,2,10,10,44,1,79
Miami_Indijanci,8,1,1,2,3,44,0,59
Indijanci,_Michigan,19,1,1,5,12,70,0,108
Niantic,0,1,1,1,0,21,0,24
Atfalati,23,1,1,2,1,38,0,66
Indijanci,_Rhode_Island,13,1,1,1,10,64,0,90
Hupa,2,1,1,2,0,34,0,40
Indijancska_sela,_Kanada,0,1,1,14,0,23,0,39
Opata,8,1,1,2,0,44,0,56
Indijanska_sela_po_državama,0,4,34,141,1,32,1,213
Indijanci,_Ohio,10,1,1,5,11,55,0,83
Powhatan,31,1,1,4,6,50,0,93
Pequot,2,1,1,3,0,27,0,34
Indijanci,_Arkansas,7,1,1,2,8,38,0,57
Luiseño,0,1,1,2,1,23,0,28
Clatsop,0,1,1,1,0,19,0,22
Indijanci,_Oregon,147,1,1,15,12,101,0,277
Skilloot,5,1,1,1,0,36,0,44
Huron_Indijanci,8,1,1,5,1,37,0,53
Indijanska_sela,_Kanada,0,4,6,21,1,33,0,65
Tolowa,0,1,1,2,0,23,0,27
Indijanci,_Connecticut,22,1,1,3,9,49,0,85
Tahltan,2,1,1,1,0,33,0,38
Shawnee,9,1,1,3,7,64,0,85
Huichol,0,1,1,1,2,37,0,42
Coran,11,1,2,1,1,38,0,54
Indijanci,_Quebec,7,1,1,2,1,40,0,52
Bear_River_(Algonquian),0,1,1,1,0,24,0,27
Gvajanski_Indijanci,12,1,1,1,7,68,0,90
Wai-Wai,1,1,1,1,0,37,0,41
Cariban,97,1,2,2,0,62,2,166
Diegueño,0,1,1,1,0,25,0,28
Quoratean,1,1,2,4,1,29,0,38
Indijanci,_Novi_Meksiko,43,1,1,6,15,95,0,161
Naselja_u_Novom_Meksiku,61,3,3,152,21,68,1,309
Nootka,25,1,2,3,3,48,1,83
Moquelumnan,22,1,2,6,1,40,0,72
Tanoan,5,5,7,24,1,34,1,77
Tiwa,7,1,1,2,1,43,0,55
Xincan,3,1,2,1,1,31,0,39
Weitspekan,0,1,2,4,0,23,0,30
Chowanoc,1,1,1,1,0,26,0,30
Hopi,11,2,2,1,1,36,0,53
Pravi_jastrebovi,5,1,1,4,0,51,2,64
Škanjci,5,1,1,3,16,73,1,100
Pomo,4,1,1,1,0,63,0,70
Choctaw,3,1,1,1,8,41,0,55
Nipmuc,8,1,1,1,1,34,0,46
Hyundai,0,2,3,9,31,100,2,147
Potawatomi,0,1,1,2,0,23,0,27
Tequesta,1,1,1,1,0,23,0,27
Phoenicopteriformes,5,1,1,4,0,20,0,31
Takilman,3,1,2,5,1,29,0,41
Takelma,1,1,1,4,1,29,0,37
Stuwihamuk,0,1,1,1,0,31,0,34
Yaquina,1,1,1,1,0,24,0,28
Yakonan,7,1,2,2,1,48,0,61
Golupčarke,2,2,3,22,69,71,5,174
Gradovi_u_Ekvatorskoj_Gvineji,4,1,1,2,44,66,0,118
Zemljopis_Ekvatorske_Gvineje,1,3,4,12,52,67,0,139
Gradovi_u_Kamerunu,14,1,1,12,46,107,0,181
Zemljopis_Kameruna,4,2,3,20,65,95,1,190
NK_Osijek,5,3,3,157,16,69,1,254
Nogomet_u_Osijeku,17,1,4,162,0,101,1,286
Nogometni_klubovi_u_Osječko-baranjskoj_županiji,172,2,5,170,2,649,1,1001
Kokoške,5,4,12,123,85,98,1,328
Galloanserae,3,2,21,174,10,52,1,263
Paleognathae,3,2,7,128,33,72,1,246
Dizajn,24,4,6,73,84,285,1,477
Tiskarstvo,78,3,11,1255,77,214,3,1641
Nojevke,14,4,4,51,59,127,1,260
Turski_glumci,0,3,3,55,52,77,2,192
Snoop_Dogg,10,2,2,32,16,139,1,202
Kolumbijski_glumci,0,2,2,29,49,60,1,143
Jastrebovke,6,1,12,35,54,83,1,192
Jastrebovi,8,7,11,31,72,126,1,256
Plamenci,10,1,1,11,47,56,1,127
Telenovele_po_državama,0,5,6,81,16,132,3,243
Telenovele,13,2,10,82,39,130,3,279
Hrvatske_serije,94,1,2,21,14,20938,8,21078
Telenovele_po_mrežama,0,2,2,45,8,35,1,93
Vaterpolski_treneri,3,1,2,19,15,31,1,72
Vaterpolski_treneri_po_državama,0,1,1,19,4,24,1,50
Venezuelanski_glumci,0,2,2,9,45,62,3,123
Našice,32,3,6,69,5,86,2,203
Životopisi,_Slavonija,19,14,16,709,3,120,2,883
Poljski_jezik,1,1,1,2,67,105,0,177
Zapadnoslavenski_jezici,15,1,2,3,61,108,0,190
Gradovi_u_Mađarskoj,57,3,4,52,99,335,1,551
Svjetska_baština_u_Mađarskoj,12,2,3,37,47,92,1,194
Chumashan,11,2,2,6,7,45,0,73
Gradovi_u_Norveškoj,37,2,2,28,85,166,1,321
Kineski_znanstvenici,10,2,3,9,64,80,1,169
Kineski_lingvisti,2,1,1,1,24,60,0,89
Zemljopis_Estonije,8,6,14,148,77,120,1,374
Trigonometrija,6,1,1,5,83,156,2,254
Svjetska_baština,5,5,121,2041,112,173,1,2458
Kwa_jezici,3,2,14,70,22,68,2,181
Nyo_jezici,14,1,8,31,0,41,3,98
Totonacan,4,1,1,1,2,35,1,45
Britanski_proizvođači_automobila,12,1,1,2,24,2912,0,2952
Adamawa_jezici,6,4,4,30,5,29,0,78
Tai-Sek_jezici,2,1,4,24,0,29,1,61
Be-Tai_jezici,2,1,5,25,0,35,1,69
Minerali,120,1,1,21,105,294,1,543
Nakit,21,1,1,21,78,223,1,346
Sjeverozapadni_bantu_jezici,4,3,3,95,0,23,0,128
Zapadnonilotski_jezici,3,2,2,14,0,19,0,40
Nilotski_jezici,3,3,8,23,15,56,0,108
Južnonilotski_jezici,0,1,1,1,0,20,0,23
Istočnonilotski_jezici,3,2,2,5,0,22,0,34
Celebeski_jezici,3,4,4,21,6,37,1,76
Christina_Aguilera,2,1,1,12,28,174,1,219
Sjevernonovogvinejski_jezici,5,4,4,50,0,33,0,96
Sjeverni_i_centralni_vanuatski_jezici,3,3,8,32,4,30,0,80
Sjeveroistočnovanuatski-banks_jezici,3,5,5,25,0,38,0,76
Tai_jezici,7,3,3,20,24,39,1,97
Catuquinean,16,1,1,3,3,30,0,54
Mixe-Zoquean,3,1,1,1,1,40,0,47
Centralni_bantu_jezici,16,13,13,145,0,44,2,233
Zemljopis_Baškirske,14,1,1,13,24,66,0,119
Mahakirantski_jezici,4,2,2,23,0,41,1,73
Tinamuovke,61,1,1,5,42,112,0,222
Malaitsko-san_cristobalski_jezici,1,2,2,13,0,23,0,41
Jugoistočni_solomonski_jezici,1,2,4,15,5,27,0,54
Timorski_jezici,3,3,3,20,0,32,0,61
Kosovski_umjetnici,3,1,1,2,0,35,2,44
Šport_na_Kosovu,9,3,10,34,36,108,2,202
Hrvatska_kuhinja,27,4,4,28,38,401,2,504
Sicilija,16,2,2,29,101,133,4,287
Nematerijalna_svjetska_baština_u_Europi,65,4,4,49,5,95,1,223
Svjetska_baština_u_Hrvatskoj,14,2,2,51,55,236,1,361
Zemljopis_Irske,9,3,4,39,26,124,1,206
Okruzi_Estonije,9,7,7,71,59,67,1,221
Kineski_vladari,10,5,5,189,27,80,1,317
Gotičke_građevine,4,1,1,9,0,86,1,102
Katoličke_crkve_u_Italiji,20,1,1,6,7,208,1,244
Kršćanstvo_u_Njemačkoj,4,2,8,51,41,80,2,188
Arhitektonski_stilovi,19,5,34,495,69,539,1,1162
Kriptozoologija,14,2,2,6,41,181,1,247
Atlantski_jezici,4,3,19,83,16,41,3,169
Mel_jezici,4,2,2,18,0,35,0,61
Južnoatlantski_jezici,4,3,5,25,0,26,0,63
Sjevernoatlantski_jezici,6,5,11,54,0,33,3,112
Istočni_senegalsko-gvinejski_jezici,4,3,3,13,0,26,0,49
Bak_jezici,4,3,3,22,0,26,0,58
Bongo-Bagirmi_jezici,4,3,3,17,1,26,0,54
Zapadni_centralnosudanski_jezici,3,2,5,22,0,30,0,62
Centralnosudanski_jezici,3,2,10,31,8,28,0,82
Istočni_centralnosudanski_jezici,2,3,3,7,0,21,0,36
Mambila-Konja_jezici,3,3,3,3,0,25,0,37
Mambiloid_jezici,4,2,5,7,2,29,0,49
Digimoni_po_tipu,0,4,4,14,1,26,0,49
Nupoid_jezici,2,2,2,3,5,35,0,49
Delta_Cross_jezici,4,4,4,28,1,35,0,76
Cross_River_jezici,4,2,6,39,6,36,0,93
Digimoni_po_levelu,0,3,3,14,1,30,0,51
Potou-Tano_jezici,4,4,7,30,0,25,3,73
Tano_jezici,5,3,3,17,0,34,3,65
Zapadnoiranski_jezici,3,2,11,32,22,86,3,159
Iranski_jezici,5,2,17,46,89,110,3,272
Istočnoiranski_jezici,3,2,4,10,0,33,3,55
Filolozi,97,3,21,167,64,155,2,509
Ukrajinska_umjetnost,3,3,11,98,34,60,1,210
Ukrajinska_kultura,38,3,14,125,59,110,2,351
Jamajčanska_umjetnost,0,1,11,97,7,30,4,150
Indijski_glumci,0,2,2,12,80,102,1,199
Jezera_u_Hrvatskoj,57,2,2,39,27,299,1,427
Starogrčki_filolozi,6,1,1,5,5,46,1,65
Starogrčki_znanstvenici,13,7,7,70,37,371,1,506
Američki_hip_hop_glazbenici,151,3,7,66,26,2929,4,3186
Pravoslavlje_u_Crnoj_Gori,3,1,1,25,10,46,3,89
Pretpovijesna_umjetnost,40,2,2,24,52,145,1,266
Meksički_športski_klubovi,0,1,1,2,0,28,0,32
Ruski_glazbeni_albumi,3,4,4,32,15,61,1,120
Gradovi_u_Burundiju,4,1,1,4,36,70,0,116
Zemljopis_Burundija,1,2,4,17,65,64,4,157
Gradovi_u_Srednjoafričkoj_Republici,4,1,1,4,30,64,2,106
Zemljopis_Srednjoafričke_Republike,1,2,3,11,59,56,1,133
Rukomet_u_Španjolskoj,7,3,3,83,32,69,1,198
Ganski_športaši,0,1,1,24,46,68,1,141
Nogomet_u_Gani,3,1,1,24,44,54,1,128
Životopisi,_Gana,2,2,4,32,73,145,1,259
Francuski_pjesnici,1,1,1,9,80,116,4,212
Srednjovjekovna_glazba,13,4,4,32,41,54,1,149
Zemljopis_Čada,2,2,3,17,62,58,1,145
Gradovi_u_Čadu,14,1,1,14,43,84,1,158
Kronika,16,1,2,43,47,156,1,266
Naseljena_mjesta_u_Azerbajdžanu,7,2,3,19,42,36,2,111
Brazilski_glumci,0,2,2,17,83,112,6,222
Bivša_naselja_u_Hrvatskoj,6,3,3,18,6,129,1,166
Kineski_književnici,7,1,1,19,77,106,1,212
Manastiri,7,5,5,35,74,145,3,274
Vjerski_objekti_u_Srbiji,4,2,3,37,27,82,3,158
Pravoslavlje_u_Sjevernoj_Makedoniji,8,1,1,7,11,20,3,51
Vjerski_objekti_u_Sjevernoj_Makedoniji,4,1,1,7,20,25,3,61
Etničke_grupe_Slovenije,6,3,3,38,28,111,1,190
Kazališne_nagrade,13,1,1,38,43,127,1,224
Passifloreae,47,3,3,169,0,77,1,300
Svjetska_baština_u_Aziji,71,23,23,407,55,96,10,685
Diskografske_kuće,20,2,7,75,69,272,5,450
Porječje_Vjatke,6,1,1,2,7,37,0,54
Gnosticizam,11,1,1,5,54,182,7,261
Turska_umjetnost,1,1,8,71,35,90,2,208
